course_title,num_lectures
Javascript - From Beginner to Pro-Build real world JS apps,77.0
The complete JavaScript developer: MEAN stack zero-to-hero,53.0
Running a Web Development Business: The Complete Guide,98.0
Projects In JavaScript & JQuery,50.0
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,80.0
"Full stack Universal React with Redux, Node js and MongoDB",62.0
Be a Bootstrap Developer from scratch,32.0
Creating FaceBook Design Using Bootstrap - Handson Project,19.0
Building HTML5 Canvas projects from scratch,25.0
Learn How To Become a Web Developer From Scratch,172.0
BDD with Ruby on Rails using RSpec 3 and Capybara,103.0
Learn By Example: jQuery,78.0
Professional Python Web Development Using Flask,102.0
JavaScript HTML CSS Project make a Quiz Tutorial,24.0
Voiceover Audio Secrets - Your Way to Top Audio Quality,39.0
jQuery UI In Depth,52.0
Codeless Website Development with Adobe Muse,46.0
Learn Reactivex From Ground Up,32.0
Supercharging Development With Atom Text Editor,28.0
Master WCF 4.0 From Scratch Using C#,53.0
Drupal 7 for Beginners,37.0
Critical Web Dev Skills & Tools for the Non-Tech Hustler,33.0
Java Web Services Part 2,74.0
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,144.0
Learn To Create WordPress Themes By Building 10 Projects,91.0
The Complete NodeJS Course: Build a Full Business Rating App,61.0
Master the MEAN Stack - Learn By Example,42.0
First Web Application with Spring Boot,32.0
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,74.0
Backbone Tutorial: Learn Backbonejs from Scratch,60.0
AngularJS Custom Directives with Dan Wahlin,61.0
Angular 2+ with Typescript - Essential Training,66.0
Learn Angular 2 from Beginner to Advanced,67.0
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,41.0
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,45.0
Learning Docker and Kubernetes by Lab,56.0
Projects in ExpressJS - Learn ExpressJs building 10 projects,102.0
PHP For Beginners : Learn PHP From Scratch!,58.0
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,70.0
Professional RESTful API Design using Python Flask,36.0
HTML5 APIs For JavaScript - A Course For Web Developers ,45.0
Learn Python Django - A Hands-On Course,18.0
Comprehensive JavaScript Programming,27.0
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,147.0
Accelerated ES6 JavaScript Training,114.0
AWS Serverless APIs & Apps - A Complete Introduction,136.0
Python and Django Full Stack Web Developer Bootcamp,191.0
The Complete Elixir and Phoenix Bootcamp,123.0
Build a Real-world App with ASP.NET Core and Angular 2 (4+),160.0
REST APIs with Flask and Python,115.0
Angular 4 (formerly Angular 2) - The Complete Guide,329.0
Build Websites from Scratch with HTML & CSS,77.0
PHP for Beginners -Become a PHP Master - Project Included,286.0
The Professional Ruby on Rails Developer,96.0
The Complete Ruby on Rails Developer Course,283.0
Docker Technologies for DevOps and Developers,44.0
JavaScript programming: JavaScript for beginners,74.0
JSON in Action: Build JSON-Based Applications,37.0
Learn Ruby Programming The Easy Way,19.0
Learn OAuth 2.0 - Get started as an API Security Expert,45.0
AngularJS For .Net Developers From Scratch,40.0
"Jekyll: make fast, secure static sites and blogs with Jekyll",29.0
HTML and CSS BootCamp for Beginners,48.0
Hosting Django: Amazon Web Services (AWS) Fundamentals,46.0
Angular Advanced MasterClass & FREE E-Book,72.0
Learn Responsive Web Development from Scratch,24.0
Build WordPress Plugin to extend Beaver Builder,17.0
Coding Made Easy: A Beginners Guide To JavaScript,16.0
The Complete Developers Guide to MongoDB,129.0
Electron for Desktop Apps: The Complete Developer's Guide,77.0
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),329.0
"React JS, Angular & Vue JS - Quickstart & Comparison",142.0
The Complete JavaScript Course: Build a Real-World Project,113.0
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,111.0
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,194.0
Meteor and React for Realtime Apps,111.0
The Web Developer Bootcamp,342.0
AngularJS JumpStart with Dan Wahlin,113.0
The Complete Web Developer Course 2.0,304.0
Ultimate Web Designer & Developer Course: Build 23 Projects!,246.0
Projects in Node.js - Learn by Example,38.0
Building Data Visualizations with D3 and Angular 2,31.0
Learn Object Oriented PHP By Building a Complete Website,32.0
Web Programming Course : Asp.Net MVC,26.0
Learn Spring Framework Practically - Hands On Recipies,48.0
One-stop Ruby on Rails: Build Web Applications from Scratch,129.0
Learn what's new in PHP 7,26.0
Dive Into Docker: The Docker Course for Developers,22.0
The Most Comprehensive Web Development Course,353.0
Learn and Understand AngularJS,55.0
JavaScript: Understanding the Weird Parts,85.0
Webpack 2: The Complete Developer's Guide,56.0
Build Responsive Real World Websites with HTML5 and CSS3,77.0
ES6 Javascript: The Complete Developer's Guide,68.0
Learn and Understand NodeJS,98.0
Understanding TypeScript,137.0
Advanced React and Redux,119.0
Modern React with Redux,150.0
Angular Styling & Animations (for Angular 2 and Angular 4),107.0
The Complete ASP.NET MVC 5 Course,138.0
GraphQL with React: The Complete Developers Guide,114.0
Bootstrap Tutorial - Essentials From Basic to Advanced,62.0
Create an Engaging Website with Twitter Bootstrap 2.x,24.0
CSS Tutorial For Beginners: Style Your Wordpress Templates,47.0
HTML5 And CSS3 - Build Modern Responsive Websites,69.0
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,16.0
Web Development: Make A Website That Will Sell For Thousands,51.0
WordPress Basics to Business: Share and Sell your Expertise,45.0
JavaScript Fundamentals,100.0
Building a Website With Jekyll,21.0
RESTful Services with ASP.NET Web API,34.0
Learning Path: React: Make Stunning React Websites,53.0
Administering Microsoft SQL Server 2012 Databases - 70-462,98.0
Adobe Experience Manager CMS Basics,33.0
Introduction to Frontend Web Development For  Beginners,48.0
PHP: Complete Login and Registration System with PHP & MYSQL,48.0
JavaScript Complete Guide to learning JavaScript,72.0
Advanced Scalable Python Web Development Using Flask,71.0
HTML Complete Course - Beginner to Expert,28.0
Cross-Platform Development with ASP.NET Core 1.0 MVC,64.0
Build a Photo Blog with Ruby on Rails,21.0
Practical PHP: Master the Basics and Code Dynamic Websites,45.0
Sass Workflow,21.0
Joomla: Create a Joomla Website This Weekend With NO CODING!,30.0
JavaScript for beginners - A Complete Guide,58.0
WordPress Development Crash Course: From Zero To Hero,22.0
Learn how to create a WordPress theme using Pinegrow,19.0
Learn to Build Web Apps using Laravel Framework,39.0
Flexbox: The complete guide,16.0
How to Safely Copy and Move Your WordPress Website,20.0
Learn SASS and improve your CSS,24.0
Angular Tutorial For Beginners,36.0
HTML and CSS for Absolute Beginners,26.0
"JavaScript, jQuery and Ajax",60.0
Laravel Blog Development Starter,20.0
React: Learn ReactJS Fundamentals for Front-End Developers,26.0
The Complete HTML5 and CSS3 Course - with 8 Websites Design,78.0
Introduction to Modern Programming with PHP,123.0
HTML Introduction Course: Learn HTML in 2 hours!!!,28.0
Learn HTML & CSS: How To Start Your Web Development Career,60.0
React vs Angular vs Vue.js by Example,30.0
Create WordPress Plugins,21.0
Build your own Beautiful Blog in WordPress + SEO,28.0
Complete WooCommerce Plugin Tutorial For Wordpress 2017,16.0
How To Build And Make A Wordpress Website From Scratch 2017,24.0
Docker for Developers - Newest Version 1.12 with Swarm Mode,81.0
HTML and CSS for Beginners - Build a Website & Launch ONLINE,50.0
"Core: A Web App Reference Guide for Django, Python, and More",154.0
"JSON with Java APIs, jQuery and JSON REST Web Services",41.0
Learn Symfony 3 framework by practical examples,48.0
Django For Beginners,51.0
Introduction to QGIS Python Programming,28.0
Learning Object-Oriented JavaScript,23.0
Bootstrap Tutorial for Beginners,20.0
Learn Bootstrap3 With Multi Purposes Single Page Layout,122.0
HTML for Beginners,35.0
How to Build WordPress Themes: A Web Designer's Guide,47.0
HTML and CSS Foundations,29.0
Python Web Programming,60.0
Build a Complete Registration and Login System using PHP MVC,106.0
ES6 / EcmaScript 6 for beginners an introduction,21.0
React for visual learners,26.0
Learn to Create Advance Responsive Websites With Bootstrap,30.0
Master the Art of Web Design with HTML & CSS,59.0
Sell Courses On Your Own Website - No Coding Required!,21.0
Implementing a Data Warehouse with SQL Server 2012 ,90.0
Learning 200 jQuery Functions with 800 Examples,118.0
Create Complete Web Applications easily with APEX 5,81.0
"Learn Gulp, The Streaming Build System",16.0
Perfect React JS Course - Understand Relevant Details,25.0
Create a classified website in 2 hours - guaranteed,22.0
Learn HTML And CSS From Scratch,18.0
Become a Certified Web Developer - Beginner to Expert,85.0
Complete Bootstrap 4 course - build 3 projects,36.0
HTML : HTML Awesomeness,27.0
All You Need To Know About AngularJS - Training On AngularJS,53.0
PSD To a Creative Landing Page Using Twitter Bootstrap 3,20.0
Ready for Production with Spring Boot Actuator,49.0
AngularJS For Beginners,53.0
Learning Path: Akka: Building Applications and Microservices,55.0
Set up a localhost Web Server for Faster Website Development,31.0
Mastering Meteor: Reactive Full Stack JavaScript,37.0
Introduction to Java Programming for Online Learners,124.0
Create full featured Landing Page in Ruby on Rails in 3 hour,23.0
How to create a  video blog with WordPress,62.0
PHP For WordPress Development,16.0
Create a Professional Website Without Programming/Coding,20.0
Master EmberJS : Learn Ember JS From Scratch,103.0
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,19.0
Learn Top Ten PHP FrameWorks By Building Projects,87.0
How to Make a Video Blog Website From Scratch w/ Wordpress ,22.0
Build Websites And Apps By Outsourcing,22.0
Learning Path: Web Applications with Spring and Angular,33.0
Learn Ruby on Rails By Building Projects,47.0
Canvas image Creator HTML5 JavaScript project from Scratch,35.0
Javascript Essentials,41.0
Devtools 2017: The Basics of Chrome Developer Tools,18.0
Chrome Extensions : Develop 5 chrome extensions from scratch,44.0
Learn how to quickly build websites using Wordpress,28.0
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,84.0
PHP Specialist (2017 Edition),53.0
Python Programming: Create an Digital Marketplace in Django,161.0
Create Ajax Chat App with PHP & Mysql,19.0
Mastering Thymeleaf with Spring,64.0
Learn Rails Programming in Less than 2 Hours,19.0
Wordpress Backup & Restore,18.0
Learn JavaScript Dynamic Interactive Projects for Beginners,36.0
Build Modern Websites Super Fast,19.0
SAP - Learn SAPUI5 Professional Development,56.0
Wordpress Security,24.0
Learn HTML5 At Your Own Pace. Ideal for Beginners,67.0
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,70.0
Build Real World Websites from Scratch using HTML5 and CSS3,59.0
"Modern JavaScript: Building Real-World, Real-Time Apps",60.0
JavaScript Introduction to Object Oriented JavaScript,23.0
Core HTML How to get online quickly HTML to HTML5 ,34.0
Building Websites JavaScript and the DOM,37.0
Complete Login and Registration System in PHP and MYSQL,28.0
The Complete E-Commerce Web Developer Course 5.0,96.0
HTML5 canvas Bootcamp for beginners 25 easy steps,27.0
Advanced HTML5 Tutorial for Web Developers,57.0
Learn the Basics of Programming for Marketers,26.0
Css For Beginners,28.0
GRUNT js: Automate web development tasks and save your time,18.0
Mastering Web and Mobile Debugging Using Chrome Dev Tools,21.0
Build Web Apps Using EmberJS: The Complete Course,31.0
SharePoint 2013 Development using C# - Part I,119.0
Building Responsive Data Visualizations with D3 JS,28.0
Angular 2 Fundamentals for Web Developers,41.0
Easily Learn Web Development With Drop & Drag: OptimizePress,25.0
Create Your Own Successful Online School To Sell Courses,39.0
Flask Tutorial Step by Step,19.0
Ruby on Rails a Beginners Guide ,88.0
Comprehensive TypeScript,51.0
"Essential HTML, CSS & HTML5 Training",43.0
HTML 5 and CSS 3 - tricks and workarounds,113.0
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",39.0
WordPress Plugins Treasure Chest,44.0
Practical Understanding of PHP and MySQL,24.0
"AngularJS for Beginners, Single-Page Applications Made Easy",30.0
Building a Social Network in PHP & MySQL From Scratch,78.0
Create a Powerful Website with the Cool Bootstrap Framework,25.0
HTML5 and CSS3 -Start building beautiful websites,22.0
Learn Laravel: Create Your Web App Step-By-Step,35.0
3D Programming with WebGL and Babylon.js for Beginners,18.0
Learn to make a colorful one page website,16.0
Introduction to HTML,18.0
Learn JavaScript From Scratch:Become Top Rated Web Developer,87.0
"Installing Wordpress 4 - Installation, Registrars & Hosting",28.0
Learn PHP Programming for Absolute Beginners,20.0
WordPress for Beginners 2017 + Google AdSense Implementation,64.0
JavaScript for beginners in 1 hour,22.0
HTML5 and CSS for Beginner To Expert,48.0
Become a Kick-Ass Web Developer: From Newbie to Pro,353.0
Django Tutorial: Build Your First App Fast & Free! ,27.0
Create a social network using PHP Mysqli HTML Css and JQuery,27.0
PHP - Send and Receive Mobile Text Messages (SMS),18.0
Complete PHP Course with OOP Start to Finish!,29.0
Coding Made Easy: HTML & CSS For Beginners,16.0
WordPress Security - The Ultimate Security Guide,29.0
How to Make a Single Page Website for Freelancers & Agencies,30.0
Web Building Starter Pack. Html Css and JQuery Animations,42.0
Intro to PHP Web Application Development with Symfony,20.0
Learn OAuth 2.0 - Theory and Hands On,21.0
Learning CSS3 - A Comprehensive Tutorial For Web Developers,101.0
Professional WordPress Theme Development from Scratch,301.0
The Ultimate jQuery Course,54.0
Build an Advanced Single Page with Bootstrap & WordPress,77.0
Master all PHP ideas 2017 to build any project,49.0
A Beginner's Guide to the Meteor JavaScript Framework,40.0
Learn To Build Apps Using Play Framework,23.0
Introducing Ionic 2,22.0
Create a Client Network by Hosting WordPress Sites,17.0
"WordPress Development With NodeJS, Gulp, Composer & More",30.0
Become PHP Facebook Developer: Password-Less Authentication,37.0
How To Create Your Very First Website With HTML and CSS,37.0
Learn JSON for beginners with JavaScript,23.0
Ultimate guide to Social Media Web development integration ,36.0
JQuery Basics - Learn JQuery From Scratch,18.0
Learn MeteorJS By Building 10 Real World Projects,79.0
JavaScript Basics for Beginners Introduction to coding,18.0
AngularJS Masterclass - Deep Dive & Understand AngularJS,85.0
HTML5 for beginners,59.0
All in one HTML CSS and JQuery,16.0
Responsive Design with NEW Materialize,36.0
Create a Responsive Business Website with WordPress,38.0
JavaScript Promises: Applications in ES6 and AngularJS,20.0
Learn to build 20 websites and build 14 iOS9 apps with swift,458.0
Professional CSS Flexbox,21.0
Customizr - Learn WordPress with the ultimate creative theme,69.0
Fun and creative web engineering with Python and Web2py,25.0
WordPress for Beginners - Build Your First Website in 2017,88.0
Projects in Foundation Framework - Learn By Building 10 Apps,54.0
Drupal for Beginners,83.0
Foundations of Front-End Web Development,129.0
Angular 2 - Superheroic Framework,30.0
Social Network Web Development,57.0
Building Web Applications with Spring MVC,28.0
"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",32.0
HTML & CSS - Learn to build sleek websites ,44.0
Master Angular 2 - The No Nonsense Course,36.0
Master ASP . NET 4 from scratch,116.0
Mastering Magento,40.0
Ultimate JavaScript Strings,20.0
Your Own Site in 45 Min: The Complete Wordpress Course,36.0
Redirect Your Visitors By Country Easily -Wordpress Tutorial,24.0
Learn Knockout JS Framework from GroundUp,31.0
Build Responsive Websites  in an Hour using Portalfin,17.0
Master Riot: Learn Riot.js from Scratch,34.0
Learning Axure RP,65.0
"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",28.0
"Kids Coding -Introduction to HTML, CSS and JavaScript",215.0
How to Create a Social Network For a Niche-Related Community,39.0
Webpack 1 & 2 - The Complete Guide,79.0
Star Rating Project AJAX with JSON response from PHP MySQL,22.0
Wordpress for beginners :Build Websites Fast without Coding ,68.0
ASP.Net MVC Quick Start,65.0
Build a Chatbot integrated Website using Bootstrap 4,28.0
How To Create A WordPress Website Without Paying A Developer,17.0
PSD to Bootstrap 3 for Beginners using HTML & CSS,46.0
Build Advanced Responsive Websites with Foundation 6 & SASS,271.0
Laravel 4 try and enjoy php coding,23.0
Wordpress Beginner Tutorial: Build Your First Website,23.0
Build Complex Express Sites with Redis and Socket IO,27.0
Building a ASP.NET MVC 5 Membership Website,239.0
Drupal Views: Introduction to Enhancing Your Drupal Website,40.0
Bootstrap Bootcamp - Responsive web development- 8 projects,45.0
Learning Bootstrap 3 - Tutorial From Infinite Skills,50.0
Practical Web Development: Make Websites Quickly And Easily,20.0
"Learn animation using CSS3, Javascript and HTML5",18.0
Creating Interactive HTML5 Video,23.0
JavaScript project Learn to create a memory Game and more,25.0
The Complete JavaScript Bootcamp,47.0
JavaScript for Absolute Beginners,17.0
Complete JavaScript Course for Beginners with Easy Examples,32.0
Angular 2 Master Class with Alejandro Rangel,80.0
Quick learning jQuery web development,39.0
Google Blogger Course,22.0
PHP Tutorial: Learn PHP Basic Programming for Beginners,23.0
Mastering Modern Web Development Using React,29.0
The Essential Web Developer Course - Build 12 Websites,177.0
Build Powerful Websites & Blogs using WordPress - No Coding,26.0
Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,27.0
Building Web Apps Using Flask and Neo4j,37.0
Build Your Own Membership Website With Joomla,24.0
Learn Spring Security 4 Basics - Hands On,16.0
Display and analyze GIS data on the web with Leaflet.js,66.0
Responsive Web Design with HTML5 and CSS3 - Introduction,84.0
Master Typescript : Learn Typescript from scratch,60.0
Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,46.0
Creating User Authentication System in CodeIgniter,21.0
How to easily Manage your WordPress Website,21.0
Wordpress For Beginners: Create a Professional Website,35.0
"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) ",24.0
Automate Web Development With Gulp JS,29.0
Bootstrap 4 Responsive Web Design and Development,73.0
Intro To HTML & CSS: Web Development For Beginners,35.0
Become Exceptional in HTML and HTML5,34.0
Become a Rockstar Web Developer - Learn By Coding,56.0
Spring 4 Mastercourse: Covers Annotation & XML Configuration,320.0
WordPress Plugin Development for 2017 - Build 14 Plugins,72.0
Single Page Application of MVC 5 Using AngularJS,18.0
"Learn to Code in HTML5, CSS3, and JavaScript",17.0
Web Application Development - Learn by Building 3 Web Apps,29.0
Rails Ecommerce App with HTML Template from Themeforest,24.0
Writing CSS with {LESS} - Tutorial From Infinite Skills,25.0
Login and Registration from Scratch with PHP and MySQL,36.0
Getting Started with Magento,48.0
Ruby on Rails Foundations,73.0
Core Concepts in HTML 5,23.0
Learn Azure Cloud Step by Step,24.0
Learn Facebook Flux Architecture for Web Applications,36.0
Object Orientation in PHP,30.0
Creating Custom Web Maps,29.0
Build A YouTube Downloader With C# And GitHub,32.0
Querying Microsoft SQL Server 2012 - (Exam No. 70-461),115.0
HTTP Clients with Laravel: Use and Consume Services and APIs,52.0
Modern E-Commerce Store In php & mysqli With Bootstrap,358.0
Simple And Easy: Wordpress For Beginners,32.0
Introduction to Node.js Development,16.0
Advance JavaScript for Coders: Learn OOP in JavaScript,54.0
Web Development With Google Maps,60.0
jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,69.0
Learn Spring Security 4 Intermediate - Hands On,20.0
Learning Path: The Road to Elasticsearch,60.0
HTML/CSS Bootcamp,87.0
JavaScript High Performance,40.0
Node:js : Building Rest Apis with Sails.js,44.0
Fundamentals of Angular 2 Full Stack Design,49.0
Create Newsletter Subscription Form with PHP/AJAX in 40 Min,17.0
How to manage your own VPS and create websites,30.0
Learn BuddyPress: Build A Social Network with WordPress,23.0
HTML FOR BEGINNERS,16.0
Simplified Cross Browser Web Testing Using VirtualBox,18.0
JavaScript and jQuery Basics: Start The Journey,45.0
"WordPress Development - Themes, Plugins & Single Page Apps",131.0
Learn Effective HTML in No Time!,18.0
HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,86.0
JavaScript from Scratch for Very Beginners,29.0
Learn Web Development by Creating a Social Network,80.0
CSS Image filters - The modern web images color manipulation,16.0
Building Responsive Websites with Bootstrap 3 Framework,27.0
Create a Membership Site with Wishlist Member & Wordpress,28.0
17 Complete JavaScript   projects explained step by step,106.0
Mastering Unix : AWK Commands,23.0
HTML and CSS: A Guide to Web Design,74.0
Drupal 8 Site Building,48.0
Learn Bootstrap 4 The Most Popular HTML5 CSS3 & JS Framework,119.0
Essentials of Spring 5.0 for Developers,21.0
The Extreme Web Development Course - For Beginners,152.0
Ultimate JavaScript Objects,65.0
The Complete Web Developer Course - Build 20 Websites,304.0
"Simple Javascript: Learn by Doing, Beginners Welcome!",18.0
"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",27.0
Learn HTML5 Canvas for beginners,49.0
Bootstrap 4 Beginners: Code a Responsive Landing Page,48.0
Build Wordpress CMS Clone with Laravel 5,63.0
Beginner Photoshop to HTML5 and CSS3,22.0
